Causa de muerte;Edad;Sexo;Periodo;Total
019  Otros tumores malignos respiratorios e intratorácicos;Todas las edades;Total;1986;325
019  Otros tumores malignos respiratorios e intratorácicos;Todas las edades;Total;1985;314
019  Otros tumores malignos respiratorios e intratorácicos;Todas las edades;Total;1984;363
019  Otros tumores malignos respiratorios e intratorácicos;Todas las edades;Total;1983;322
019  Otros tumores malignos respiratorios e intratorácicos;Todas las edades;Total;1982;356
019  Otros tumores malignos respiratorios e intratorácicos;Todas las edades;Total;1981;325
019  Otros tumores malignos respiratorios e intratorácicos;Todas las edades;Total;1980;320
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2020;328
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2019;314
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2018;327
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2017;314
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2016;310
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2015;330
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2014;315
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2013;290
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2012;301
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2011;306
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2010;313
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2009;260
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2008;288
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2007;261
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2006;304
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2005;283
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2004;288
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2003;274
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2002;266
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2001;261
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;2000;259
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1999;292
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1998;363
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1997;339
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1996;321
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1995;358
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1994;364
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1993;361
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1992;392
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1991;387
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1990;397
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1989;475
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1988;488
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1987;502
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1986;443
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1985;562
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1984;727
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1983;700
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1982;731
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1981;716
020  Tumores malignos del hueso y de los cartílagos articulares;Todas las edades;Total;1980;666
021  Melanoma maligno de la piel;Todas las edades;Total;2020;1.079
021  Melanoma maligno de la piel;Todas las edades;Total;2019;1.036
021  Melanoma maligno de la piel;Todas las edades;Total;2018;982
021  Melanoma maligno de la piel;Todas las edades;Total;2017;992
021  Melanoma maligno de la piel;Todas las edades;Total;2016;959
021  Melanoma maligno de la piel;Todas las edades;Total;2015;1.080
021  Melanoma maligno de la piel;Todas las edades;Total;2014;1.059
021  Melanoma maligno de la piel;Todas las edades;Total;2013;987
021  Melanoma maligno de la piel;Todas las edades;Total;2012;936
021  Melanoma maligno de la piel;Todas las edades;Total;2011;927
021  Melanoma maligno de la piel;Todas las edades;Total;2010;975
021  Melanoma maligno de la piel;Todas las edades;Total;2009;864
021  Melanoma maligno de la piel;Todas las edades;Total;2008;877
021  Melanoma maligno de la piel;Todas las edades;Total;2007;850
021  Melanoma maligno de la piel;Todas las edades;Total;2006;834
021  Melanoma maligno de la piel;Todas las edades;Total;2005;840
021  Melanoma maligno de la piel;Todas las edades;Total;2004;761
021  Melanoma maligno de la piel;Todas las edades;Total;2003;764
021  Melanoma maligno de la piel;Todas las edades;Total;2002;743
021  Melanoma maligno de la piel;Todas las edades;Total;2001;742
021  Melanoma maligno de la piel;Todas las edades;Total;2000;701
021  Melanoma maligno de la piel;Todas las edades;Total;1999;686
021  Melanoma maligno de la piel;Todas las edades;Total;1998;739
021  Melanoma maligno de la piel;Todas las edades;Total;1997;609
021  Melanoma maligno de la piel;Todas las edades;Total;1996;641
021  Melanoma maligno de la piel;Todas las edades;Total;1995;639
021  Melanoma maligno de la piel;Todas las edades;Total;1994;587
021  Melanoma maligno de la piel;Todas las edades;Total;1993;520
021  Melanoma maligno de la piel;Todas las edades;Total;1992;538
021  Melanoma maligno de la piel;Todas las edades;Total;1991;484
021  Melanoma maligno de la piel;Todas las edades;Total;1990;468
021  Melanoma maligno de la piel;Todas las edades;Total;1989;464
021  Melanoma maligno de la piel;Todas las edades;Total;1988;387
021  Melanoma maligno de la piel;Todas las edades;Total;1987;368
021  Melanoma maligno de la piel;Todas las edades;Total;1986;335
021  Melanoma maligno de la piel;Todas las edades;Total;1985;309
021  Melanoma maligno de la piel;Todas las edades;Total;1984;312
021  Melanoma maligno de la piel;Todas las edades;Total;1983;266
021  Melanoma maligno de la piel;Todas las edades;Total;1982;194
021  Melanoma maligno de la piel;Todas las edades;Total;1981;194
021  Melanoma maligno de la piel;Todas las edades;Total;1980;181
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2020;1.669
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2019;1.614
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2018;1.552
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2017;1.578
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2016;1.483
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2015;1.424
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2014;1.382
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2013;1.344
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2012;1.409
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2011;1.322
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2010;1.248
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2009;1.204
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2008;1.138
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2007;1.169
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2006;1.075
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2005;1.052
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2004;1.003
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2003;992
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2002;1.025
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2001;1.017
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;2000;953
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1999;942
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1998;975
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1997;926
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1996;904
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1995;936
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1994;928
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1993;919
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1992;867
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1991;847
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1990;875
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1989;839
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1988;805
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1987;815
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1986;781
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1985;865
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1984;985
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1983;615
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1982;548
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1981;602
022  Otros tumores malignos de la piel y de los tejidos blandos;Todas las edades;Total;1980;537
023  Tumor maligno de la mama;Todas las edades;Total;2020;6.651
023  Tumor maligno de la mama;Todas las edades;Total;2019;6.452
023  Tumor maligno de la mama;Todas las edades;Total;2018;6.621
023  Tumor maligno de la mama;Todas las edades;Total;2017;6.573
023  Tumor maligno de la mama;Todas las edades;Total;2016;6.477
023  Tumor maligno de la mama;Todas las edades;Total;2015;6.310
023  Tumor maligno de la mama;Todas las edades;Total;2014;6.325
023  Tumor maligno de la mama;Todas las edades;Total;2013;6.589
023  Tumor maligno de la mama;Todas las edades;Total;2012;6.375
023  Tumor maligno de la mama;Todas las edades;Total;2011;6.399
023  Tumor maligno de la mama;Todas las edades;Total;2010;6.371
023  Tumor maligno de la mama;Todas las edades;Total;2009;6.200
023  Tumor maligno de la mama;Todas las edades;Total;2008;6.122
023  Tumor maligno de la mama;Todas las edades;Total;2007;6.046
023  Tumor maligno de la mama;Todas las edades;Total;2006;6.020
023  Tumor maligno de la mama;Todas las edades;Total;2005;5.792
023  Tumor maligno de la mama;Todas las edades;Total;2004;5.891
023  Tumor maligno de la mama;Todas las edades;Total;2003;5.977
023  Tumor maligno de la mama;Todas las edades;Total;2002;5.842
023  Tumor maligno de la mama;Todas las edades;Total;2001;5.972
023  Tumor maligno de la mama;Todas las edades;Total;2000;5.732
023  Tumor maligno de la mama;Todas las edades;Total;1999;5.775
023  Tumor maligno de la mama;Todas las edades;Total;1998;5.837
023  Tumor maligno de la mama;Todas las edades;Total;1997;5.828
023  Tumor maligno de la mama;Todas las edades;Total;1996;5.807
023  Tumor maligno de la mama;Todas las edades;Total;1995;6.078
023  Tumor maligno de la mama;Todas las edades;Total;1994;5.921
023  Tumor maligno de la mama;Todas las edades;Total;1993;5.959
023  Tumor maligno de la mama;Todas las edades;Total;1992;5.677
023  Tumor maligno de la mama;Todas las edades;Total;1991;5.498
023  Tumor maligno de la mama;Todas las edades;Total;1990;5.434
023  Tumor maligno de la mama;Todas las edades;Total;1989;5.322
023  Tumor maligno de la mama;Todas las edades;Total;1988;5.182
023  Tumor maligno de la mama;Todas las edades;Total;1987;4.928
023  Tumor maligno de la mama;Todas las edades;Total;1986;4.607
023  Tumor maligno de la mama;Todas las edades;Total;1985;4.340
023  Tumor maligno de la mama;Todas las edades;Total;1984;4.277
023  Tumor maligno de la mama;Todas las edades;Total;1983;4.024
023  Tumor maligno de la mama;Todas las edades;Total;1982;3.926
023  Tumor maligno de la mama;Todas las edades;Total;1981;3.674
023  Tumor maligno de la mama;Todas las edades;Total;1980;3.656
024  Tumor maligno del cuello del útero;Todas las edades;Total;2020;673
024  Tumor maligno del cuello del útero;Todas las edades;Total;2019;658
024  Tumor maligno del cuello del útero;Todas las edades;Total;2018;638
024  Tumor maligno del cuello del útero;Todas las edades;Total;2017;680
024  Tumor maligno del cuello del útero;Todas las edades;Total;2016;620
024  Tumor maligno del cuello del útero;Todas las edades;Total;2015;659
024  Tumor maligno del cuello del útero;Todas las edades;Total;2014;590
024  Tumor maligno del cuello del útero;Todas las edades;Total;2013;640
024  Tumor maligno del cuello del útero;Todas las edades;Total;2012;667
024  Tumor maligno del cuello del útero;Todas las edades;Total;2011;679
024  Tumor maligno del cuello del útero;Todas las edades;Total;2010;667
024  Tumor maligno del cuello del útero;Todas las edades;Total;2009;643
024  Tumor maligno del cuello del útero;Todas las edades;Total;2008;616
024  Tumor maligno del cuello del útero;Todas las edades;Total;2007;629
024  Tumor maligno del cuello del útero;Todas las edades;Total;2006;604
024  Tumor maligno del cuello del útero;Todas las edades;Total;2005;594
024  Tumor maligno del cuello del útero;Todas las edades;Total;2004;539
024  Tumor maligno del cuello del útero;Todas las edades;Total;2003;537
024  Tumor maligno del cuello del útero;Todas las edades;Total;2002;533
024  Tumor maligno del cuello del útero;Todas las edades;Total;2001;549
024  Tumor maligno del cuello del útero;Todas las edades;Total;2000;597
024  Tumor maligno del cuello del útero;Todas las edades;Total;1999;524
024  Tumor maligno del cuello del útero;Todas las edades;Total;1998;564
024  Tumor maligno del cuello del útero;Todas las edades;Total;1997;566
024  Tumor maligno del cuello del útero;Todas las edades;Total;1996;507
024  Tumor maligno del cuello del útero;Todas las edades;Total;1995;596
024  Tumor maligno del cuello del útero;Todas las edades;Total;1994;530
024  Tumor maligno del cuello del útero;Todas las edades;Total;1993;516
024  Tumor maligno del cuello del útero;Todas las edades;Total;1992;497
024  Tumor maligno del cuello del útero;Todas las edades;Total;1991;488
024  Tumor maligno del cuello del útero;Todas las edades;Total;1990;521
024  Tumor maligno del cuello del útero;Todas las edades;Total;1989;487
024  Tumor maligno del cuello del útero;Todas las edades;Total;1988;474
024  Tumor maligno del cuello del útero;Todas las edades;Total;1987;440
024  Tumor maligno del cuello del útero;Todas las edades;Total;1986;395
024  Tumor maligno del cuello del útero;Todas las edades;Total;1985;410
024  Tumor maligno del cuello del útero;Todas las edades;Total;1984;383
024  Tumor maligno del cuello del útero;Todas las edades;Total;1983;344
024  Tumor maligno del cuello del útero;Todas las edades;Total;1982;312
024  Tumor maligno del cuello del útero;Todas las edades;Total;1981;314
024  Tumor maligno del cuello del útero;Todas las edades;Total;1980;313
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2020;1.600
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2019;1.650
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2018;1.583
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2017;1.578
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2016;1.615
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2015;1.610
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2014;1.601
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2013;1.664
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2012;1.509
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2011;1.613
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2010;1.489
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2009;1.371
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2008;1.357
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2007;1.313
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2006;1.337
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2005;1.266
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2004;1.203
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2003;1.308
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2002;1.259
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2001;1.232
025  Tumor maligno de otras partes del útero;Todas las edades;Total;2000;1.206
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1999;1.250
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1998;1.241
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1997;1.212
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1996;1.276
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1995;1.244
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1994;1.286
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1993;1.267
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1992;1.322
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1991;1.303
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1990;1.290
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1989;1.317
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1988;1.407
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1987;1.402
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1986;1.359
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1985;1.462
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1984;1.453
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1983;1.540
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1982;1.582
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1981;1.603
025  Tumor maligno de otras partes del útero;Todas las edades;Total;1980;1.596
026  Tumor maligno del ovario;Todas las edades;Total;2020;2.036
026  Tumor maligno del ovario;Todas las edades;Total;2019;2.004
026  Tumor maligno del ovario;Todas las edades;Total;2018;1.949
026  Tumor maligno del ovario;Todas las edades;Total;2017;2.025
026  Tumor maligno del ovario;Todas las edades;Total;2016;1.960
026  Tumor maligno del ovario;Todas las edades;Total;2015;1.960
026  Tumor maligno del ovario;Todas las edades;Total;2014;1.956
026  Tumor maligno del ovario;Todas las edades;Total;2013;1.873
026  Tumor maligno del ovario;Todas las edades;Total;2012;1.887
026  Tumor maligno del ovario;Todas las edades;Total;2011;1.916
026  Tumor maligno del ovario;Todas las edades;Total;2010;1.943
026  Tumor maligno del ovario;Todas las edades;Total;2009;1.815
026  Tumor maligno del ovario;Todas las edades;Total;2008;1.832
026  Tumor maligno del ovario;Todas las edades;Total;2007;1.845
026  Tumor maligno del ovario;Todas las edades;Total;2006;1.760
026  Tumor maligno del ovario;Todas las edades;Total;2005;1.737
026  Tumor maligno del ovario;Todas las edades;Total;2004;1.713
026  Tumor maligno del ovario;Todas las edades;Total;2003;1.760
026  Tumor maligno del ovario;Todas las edades;Total;2002;1.698
026  Tumor maligno del ovario;Todas las edades;Total;2001;1.695
026  Tumor maligno del ovario;Todas las edades;Total;2000;1.605
026  Tumor maligno del ovario;Todas las edades;Total;1999;1.601
026  Tumor maligno del ovario;Todas las edades;Total;1998;1.612
026  Tumor maligno del ovario;Todas las edades;Total;1997;1.535
026  Tumor maligno del ovario;Todas las edades;Total;1996;1.564
026  Tumor maligno del ovario;Todas las edades;Total;1995;1.535
026  Tumor maligno del ovario;Todas las edades;Total;1994;1.359
026  Tumor maligno del ovario;Todas las edades;Total;1993;1.348
026  Tumor maligno del ovario;Todas las edades;Total;1992;1.313
026  Tumor maligno del ovario;Todas las edades;Total;1991;1.249
026  Tumor maligno del ovario;Todas las edades;Total;1990;1.125
026  Tumor maligno del ovario;Todas las edades;Total;1989;1.113
026  Tumor maligno del ovario;Todas las edades;Total;1988;1.030
026  Tumor maligno del ovario;Todas las edades;Total;1987;1.022
026  Tumor maligno del ovario;Todas las edades;Total;1986;866
026  Tumor maligno del ovario;Todas las edades;Total;1985;834
026  Tumor maligno del ovario;Todas las edades;Total;1984;854
026  Tumor maligno del ovario;Todas las edades;Total;1983;731
026  Tumor maligno del ovario;Todas las edades;Total;1982;689
026  Tumor maligno del ovario;Todas las edades;Total;1981;645
026  Tumor maligno del ovario;Todas las edades;Total;1980;625
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2020;592
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2019;563
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2018;582
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2017;569
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2016;567
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2015;539
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2014;555
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2013;549
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2012;531
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2011;530
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2010;474
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2009;501
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2008;481
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2007;470
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2006;451
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2005;472
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2004;472
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2003;508
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2002;494
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2001;491
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;2000;462
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1999;472
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1998;460
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1997;454
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1996;421
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1995;425
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1994;507
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1993;444
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1992;395
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1991;430
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1990;456
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1989;439
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1988;442
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1987;421
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1986;360
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1985;398
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1984;371
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1983;386
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1982;381
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1981;375
027  Tumores malignos de otros órganos genitales femeninos;Todas las edades;Total;1980;356
028  Tumor maligno de la próstata;Todas las edades;Total;2020;5.922
028  Tumor maligno de la próstata;Todas las edades;Total;2019;5.787
028  Tumor maligno de la próstata;Todas las edades;Total;2018;5.841
028  Tumor maligno de la próstata;Todas las edades;Total;2017;5.938
028  Tumor maligno de la próstata;Todas las edades;Total;2016;5.752
028  Tumor maligno de la próstata;Todas las edades;Total;2015;5.757
028  Tumor maligno de la próstata;Todas las edades;Total;2014;5.863
028  Tumor maligno de la próstata;Todas las edades;Total;2013;5.787
028  Tumor maligno de la próstata;Todas las edades;Total;2012;6.045
028  Tumor maligno de la próstata;Todas las edades;Total;2011;6.034
028  Tumor maligno de la próstata;Todas las edades;Total;2010;5.875
028  Tumor maligno de la próstata;Todas las edades;Total;2009;5.522
028  Tumor maligno de la próstata;Todas las edades;Total;2008;5.464
028  Tumor maligno de la próstata;Todas las edades;Total;2007;5.584
028  Tumor maligno de la próstata;Todas las edades;Total;2006;5.412
028  Tumor maligno de la próstata;Todas las edades;Total;2005;5.512
028  Tumor maligno de la próstata;Todas las edades;Total;2004;5.694
028  Tumor maligno de la próstata;Todas las edades;Total;2003;5.606
028  Tumor maligno de la próstata;Todas las edades;Total;2002;5.678
028  Tumor maligno de la próstata;Todas las edades;Total;2001;5.659
028  Tumor maligno de la próstata;Todas las edades;Total;2000;5.456
028  Tumor maligno de la próstata;Todas las edades;Total;1999;5.645
028  Tumor maligno de la próstata;Todas las edades;Total;1998;5.742
028  Tumor maligno de la próstata;Todas las edades;Total;1997;5.471
028  Tumor maligno de la próstata;Todas las edades;Total;1996;5.467
028  Tumor maligno de la próstata;Todas las edades;Total;1995;5.278
028  Tumor maligno de la próstata;Todas las edades;Total;1994;5.119
028  Tumor maligno de la próstata;Todas las edades;Total;1993;4.918
028  Tumor maligno de la próstata;Todas las edades;Total;1992;4.563
028  Tumor maligno de la próstata;Todas las edades;Total;1991;4.412
028  Tumor maligno de la próstata;Todas las edades;Total;1990;4.314
028  Tumor maligno de la próstata;Todas las edades;Total;1989;4.115
028  Tumor maligno de la próstata;Todas las edades;Total;1988;4.044
028  Tumor maligno de la próstata;Todas las edades;Total;1987;3.962
028  Tumor maligno de la próstata;Todas las edades;Total;1986;3.821
028  Tumor maligno de la próstata;Todas las edades;Total;1985;3.669
028  Tumor maligno de la próstata;Todas las edades;Total;1984;3.499
028  Tumor maligno de la próstata;Todas las edades;Total;1983;3.369
028  Tumor maligno de la próstata;Todas las edades;Total;1982;3.150
028  Tumor maligno de la próstata;Todas las edades;Total;1981;3.250
028  Tumor maligno de la próstata;Todas las edades;Total;1980;3.120
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2020;181
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2019;178
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2018;203
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2017;169
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2016;182
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2015;176
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2014;193
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2013;173
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2012;160
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2011;178
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2010;194
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2009;144
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2008;165
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2007;160
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2006;151
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2005;181
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2004;134
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2003;151
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2002;137
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2001;173
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;2000;159
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1999;137
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1998;125
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1997;151
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1996;141
